Master Sku,Product Name,Mixability,T&F Title,T&F Text,T&F Image,T&F Enable Reviews (Y/N),Value For Money ,VfM Text,How It Works Main Ingredients,HIW's - #Active Ingredients,Benefit 1 - Title|Bullet1|Bullet2,Benefit 2 - Title|Bullet1|Bullet2,Benefit 3 - Title|Bullet1|Bullet2,HIW's Text,SE Title,SE Description,URL Slug,,,Category(s),Goal(s),Brand ,Title,Size
1218,Hydrolysed Whey Protein,75,,"Hydrolysed Whey has a bitter taste due to the process it undergoes, so we have added some chocolate flavour to help disguise the bitterness. It is one of the most advanced whey protein supplements available aimed at the serious athlete.User reviews consistently note the impressive tastes and mixability of Vyomax Hydrolysed Whey Protein Powder. User Reviews:“Used this whist cutting due to the low carb and low fat content. mixes great with water and taste amazing. Small tub size makes ideal for keeping in your gym bag so your never without it.”“By far the best protein available, refined and very high quality. No bloating, easy mixing and tastes fantastic (choc flavour).“This is the highest quality protein around for every 100g your body will absorb 96 percent of it , no bloat no gas very low carb this is ideal for after training to get in quick to aid recovery”",,Y,75,To be done after Upload,"Ideal BCAA Ratio|Hydrolyzed Whey Isolate",?,Faster Recovery|BCAAs are clinically proven to help muscles recover faster|You’ll also boost lean muscle growth and burn intramuscular fat,Maximum Absorption|Whey protein isolate absorbs more completely in your stomach|Whey Isolate is approximately 90% pure protein by weight,Increased Endurance|Amino acids boost blood oxygen levels: more energy for muscles|Increased Nitrogen retention boosts muscle endurance and recovery,"Hydrolysed Whey Protein is highly regarded as the most digestible, rapidly absorbed Whey Protein available.  Vyomax Hydrolysed Whey gives you an amazing whey protein with the amino acid profile of whey concentrate and the high absorption rates of a whey isolate.What does Hydrolysed mean?  The protein is partially pre-digested by enzymes into shorter amino chains - which leads to absorption into your system instantly, enabling your muscles to start rebuilding and recovering quickly, making it an ideal post-workout supplement.By providing hydrolyzing whey protein, Vyomax Hydrolysed Whey provides your body with a complete amino acid profile. Amino acids work by helping stimulate protein synthesis and muscle building throughout the body.  This mechanism is particularly beneficial to athletes, since exercise causes muscle breakdown of various degrees. In fact, scientific studies demonstrate an increase in protein synthesis by as much as 150% in athletes that consume amino acids in any form during exercise when compared to a placebo group.Amino acids are found abundantly in protein rich foods, such as meats, dairy, and legumes.  Your body uses amino acids quickly during times of stress, both mental and physical.  This puts both serious athletes and busy, stressed individuals at risk for low amino acid blood levels.  When this happens, your body will struggle to keep up and will often break down protein in your existing muscles to scavenge what it needs.Additionally, studies have shown that hydrolysed protein sources support a better insulin response during ingestion as opposed to intact protein forms. Why does the insulin response matter?Increased insulin plays an important role on the effectiveness of protein synthesis and the storage of glycogen in muscle tissue.  During exercise, your body depletes glycogen stores for energy.  Post-workout supplements, to include supplements taken before a fast (such as sleep), are specially designed to help your muscles rebuild and grow.  This includes replenishing glycogen stores.  Insulin response and glycogen storage are two of the most important aspects of encouraging muscle growth instead of muscle breakdown.",Vyomax Hydrolysed Whey Protein 908g ,Buy Vyomax Hydrolysed Whey Protein 908g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Hydrolysed Whey Protein,,,,,Vyomax,Hydrolysed Whey Protein,908g
1219,Kre-Alkalyn,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Vyomax Kre-Alkalyn 120 caps / 240 caps ,Buy Vyomax Kre-Alkalyn 120 caps / 240 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Kre-Alkalyn,,,,,Vyomax,Kre-Alkalyn,120 caps / 240 caps
1220,Maxi Burn Fat Burner,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Vyomax Maxi Burn Fat Burner 60 caps ,Buy Vyomax Maxi Burn Fat Burner 60 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Maxi Burn Fat Burner,,,,,Vyomax,Maxi Burn Fat Burner,60 caps
1222,"Milk, Egg & Whey Protein",75,,,,Y,,To be done after Upload,,,,,,,"Vyomax Milk, Egg & Whey Protein 2.5kg ","Buy Vyomax Milk, Egg & Whey Protein 2.5kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle","/Vyomax/Milk, Egg & Whey Protein",,,,,Vyomax,"Milk, Egg & Whey Protein",2.5kg
1223,Premium Protein,75,,,,Y,,To be done after Upload,,,,,,,Vyomax Premium Protein 2.2kg ,Buy Vyomax Premium Protein 2.2kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Premium Protein,,,,,Vyomax,Premium Protein,2.2kg
1224,Recover,75,,,,Y,,To be done after Upload,,,,,,,Vyomax Recover 2.2kg ,Buy Vyomax Recover 2.2kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Recover,,,,,Vyomax,Recover,2.2kg
1225,Tribulus Terrestris,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Vyomax Tribulus Terrestris 100 caps ,Buy Vyomax Tribulus Terrestris 100 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Tribulus Terrestris,,,,,Vyomax,Tribulus Terrestris,100 caps
1226,VyoGain Mass Builder,75,,,,Y,,To be done after Upload,,,,,,,Vyomax VyoGain Mass Builder 908g / 2.2kg ,Buy Vyomax VyoGain Mass Builder 908g / 2.2kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/VyoGain Mass Builder,,,,,Vyomax,VyoGain Mass Builder,908g / 2.2kg
1227,Whey Concentrate,75,,"Vyomax Whey Concentrate contains natural flavouring and natural stabilisers to help mixability and texture.It contains less than 10 total ingredients – simple, yet effective. ",,Y,75,To be done after Upload,"Microfiltered Whey Protein|Glutamine
",5,Feed Your Muscles|Microfiltering preserves amino acid profiles and peptides|Whey concentrate helps your muscles absorb essential aminos,Faster Recovery|Fast-digesting whey protein refuels your body instantly|Glutamine kick-starts your muscle recovery,Boost Endurance|The combination of glutamine and whey helps you push longer|Clinically proven ingredients for strength and stamina,"Vyomax Whey Concentrate is created using a base of micro-filtered whey protein. Micro-filtering uses a cold-press process which preserves the integrity of the protein (heat can denature protein powder during processing).  When combined with the other nutrients, Vyomax Whey concentrate is a very well-rounded supplement that would fit any athlete’s needs. Vyomax Whey Concentrate gives you an impressive 28g of quality whey protein concentrate per serving – along with a healthy dose of glutamine and a full amino acid profile to encourage lean muscle growth and recovery.Vyomax Whey Concentrate combines the quick-absorbing effects of whey concentrate with energy-supporting powers of glutamine. Whey concentrate is the most popular type of protein in the supplement world for good reason: it is the least processed, most complete type of protein available. Less processing equals more amino acids and peptides for muscle growth and recovery. Using micro-filtering further preserves the integrity of the amino acids and the bonds between them.  Amino acids work by helping stimulate protein synthesis and muscle building throughout the body.  This mechanism is particularly beneficial to athletes, since exercise causes muscle breakdown of various degrees. In fact, scientific studies demonstrate an increase in protein synthesis by as much as 150% in athletes that consume branched-chain amino acids during exercise when compared to a placebo group.Branched-Chain Amino Acids, or BCAAs, are the most common form of amino acid supplementation for athletes.  BCAA supplementation increases blood oxygen levels and nitrogen retention during and after workouts, giving you more energy and improving your muscle’s ability to rebuild after exercise.  This translates to faster recoveries between workouts and muscles that won’t feel as sore.As whey protein is quick to digest, it is ideal for post-workout recovery. The anabolic (muscle-building) effects are doubled when combined with glutamine.  Glutamine is the most abundant amino acids in the body, making deficiency quite common in serious athletes. Glutamine helps fight muscle fatigue, muscle breakdown, and supports your immune system. Supplementation is highly recommended for athletes participating in strenuous exercise programs – such as the bulking programs designed to promote muscle growthGlutamine doesn’t absorb into muscles on it’s own. To help glutamine absorb more efficiently, it needs to bond with a peptide to help it hitch a ride with amino acids into your muscles (such as the amino acids found in whey concentrate).",Vyomax Whey Concentrate 2.2kg ,Buy Vyomax Whey Concentrate 2.2kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Whey Concentrate,,,,,Vyomax,Whey Concentrate,2.2kg
1228,Whey Isolate,75,,"Vyomax Whey Protein Isolate is naturally flavoured with cocoa powder, leaving no chalky, fake aftertaste.  As an isolate, it is also easily mixed and not likely to clump.User Reviews:“A superb product. Would 100% recommend!”“This is a great protein shake great flavour without nasty after taste and great price helps a lot keeps you full for long, either mixed with fruit or milk and water.”",,Y,75,To be done after Upload,Whey Protein Isolate|BCAA Ratio,4,Faster Recovery|BCAAs are clinically proven to help muscles recover faster|You’ll also boost lean muscle growth and burn intramuscular fat,Maximum Absorption|Whey protein isolate absorbs more completely in your stomach|Whey Isolate is approximately 90% pure protein by weight,Increased Endurance|Amino acids boost blood oxygen levels: more energy for muscles|Increased Nitrogen retention boosts muscle endurance and recovery,"Vyomax Whey Protein Isolate is the ideal supplement for anyone looking to boost their protein intake without too many carbohydrates or fat in the mix.  Created using a cross-flow micro-filtering process, you’ll get 26g of quality protein per serving – and less that one gram each of fat and carbs.Whey isolate is the most easily digestible type of whey, and is perfect for pre- and post-workout supplementation. Even though it doesn’t contain the amino acids that concentrate does, whey isolate is approximately 90% pure protein by weight.Vyomax Whey Protein Isolate is created using a base of micro-filtered whey protein. Micro-filtering uses a cold-press process which preserves the integrity of the protein (heat can denature protein powder during processing).  As whey isolate doesn’t contain the same amino acid profile due to the extra processing it goes through, the micro-filtration is key in preserving the integrity of the amino acids and peptide bonds.Vyomax Whey Protein Isolate also contains minimal amounts of fat and carbohydrates making it an ideal choice for those wanting to limit their carbohydrate and fat intake whilst still benefiting from a high quality protein supplement.Amino acids work by helping stimulate protein synthesis and muscle building throughout the body.  This mechanism is particularly beneficial to athletes, since exercise causes muscle breakdown of various degrees. In fact, scientific studies demonstrate an increase in protein synthesis by as much as 150% in athletes that consume branched-chain amino acids during exercise when compared to a placebo group.Branched-Chain Amino Acids, or BCAAs, are the most common form of amino acid supplementation for athletes.  BCAA supplementation increases blood oxygen levels and nitrogen retention during and after workouts, giving you more energy and improving your muscle’s ability to rebuild after exercise.  This translates to faster recoveries between workouts and muscles that won’t feel as sore.",Vyomax Whey Isolate 908g ,Buy Vyomax Whey Isolate 908g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Vyomax/Whey Isolate,,,,,Vyomax,Whey Isolate,908g
1229,Aminotaur,75,Did you know?,,,Y,,To be done after Upload,,,,,,,Anabolic Designs Aminotaur 585g ,Buy Anabolic Designs Aminotaur 585g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Aminotaur,,,,,Anabolic Designs,Aminotaur,585g
1230,H20 Remoove,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs H20 Remoove 84 caps ,Buy Anabolic Designs H20 Remoove 84 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/H20 Remoove,,,,,Anabolic Designs,H20 Remoove,84 caps
1231,Matador,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Matador 90 caps ,Buy Anabolic Designs Matador 90 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Matador,,,,,Anabolic Designs,Matador,90 caps
1232,Raging Full,75,,,,Y,,To be done after Upload,,,,,,,Anabolic Designs Raging Full 876g ,Buy Anabolic Designs Raging Full 876g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Raging Full,,,,,Anabolic Designs,Raging Full,876g
1233,Ravenous,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Ravenous 180 caps ,Buy Anabolic Designs Ravenous 180 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Ravenous,,,,,Anabolic Designs,Ravenous,180 caps
1234,Shredabull,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Shredabull 90 caps ,Buy Anabolic Designs Shredabull 90 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Shredabull,,,,,Anabolic Designs,Shredabull,90 caps
1235,Stampede Neuro,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Stampede Neuro 90 caps ,Buy Anabolic Designs Stampede Neuro 90 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Stampede Neuro,,,,,Anabolic Designs,Stampede Neuro,90 caps
1236,Stampede Stim,75,,,,Y,,To be done after Upload,,,,,,,Anabolic Designs Stampede Stim 240g ,Buy Anabolic Designs Stampede Stim 240g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Stampede Stim,,,,,Anabolic Designs,Stampede Stim,240g
1237,Synthacharge,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Synthacharge 180 caps ,Buy Anabolic Designs Synthacharge 180 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Synthacharge,,,,,Anabolic Designs,Synthacharge,180 caps
1238,Tauro Test V2,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Tauro Test V2 63 caps ,Buy Anabolic Designs Tauro Test V2 63 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Tauro Test V2,,,,,Anabolic Designs,Tauro Test V2,63 caps
1239,Tauro Test,,Did You Know?,,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,,To be done after Upload,,,,,,,Anabolic Designs Tauro Test 180 caps ,Buy Anabolic Designs Tauro Test 180 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/Tauro Test,,,,,Anabolic Designs,Tauro Test,180 caps
1240,TTP - The Total Package,,,,,,,To be done after Upload,,,,,,,Anabolic Designs TTP - The Total Package 2kg / 5kg ,Buy Anabolic Designs TTP - The Total Package 2kg / 5kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/TTP - The Total Package,,,,,Anabolic Designs,TTP - The Total Package,2kg / 5kg
1241,TTP Anabolic,,,,,,,To be done after Upload,,,,,,,NRG Fuel TTP Anabolic 3.6kg ,Buy NRG Fuel TTP Anabolic 3.6kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/TTP Anabolic,,,,,NRG Fuel,TTP Anabolic,3.6kg
1242,100% Whey Protein,,,,,,,To be done after Upload,,,,,,,NRG Fuel 100% Whey Protein 908g / 2.27kg ,Buy NRG Fuel 100% Whey Protein 908g / 2.27kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/100% Whey Protein,,,,,NRG Fuel,100% Whey Protein,908g / 2.27kg
1243,Pure Protein,,,,,,,To be done after Upload,,,,,,,NRG Fuel Pure Protein 908g / 2.27kg ,Buy NRG Fuel Pure Protein 908g / 2.27kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Pure Protein,,,,,NRG Fuel,Pure Protein,908g / 2.27kg
1244,OMG Whey Protein,,,,,,,To be done after Upload,,,,,,,NRG Fuel OMG Whey Protein 500g/2kg/4kg ,Buy NRG Fuel OMG Whey Protein 500g/2kg/4kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/OMG Whey Protein,,,,,NRG Fuel,OMG Whey Protein,500g/2kg/4kg
1245,Protein 5-DE,,,,,,,To be done after Upload,,,,,,,NRG Fuel Protein 5-DE 908g/2.27kg/4kg ,Buy NRG Fuel Protein 5-DE 908g/2.27kg/4kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Protein 5-DE,,,,,NRG Fuel,Protein 5-DE,908g/2.27kg/4kg
1246,Natural Whey,,,,,,,To be done after Upload,,,,,,,NRG Fuel Natural Whey 3kg ,Buy NRG Fuel Natural Whey 3kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Natural Whey,,,,,NRG Fuel,Natural Whey,3kg
1248,Mass Gain Formula,,,,,,,To be done after Upload,,,,,,,NRG Fuel Mass Gain Formula 2kg / 5kg ,Buy NRG Fuel Mass Gain Formula 2kg / 5kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Mass Gain Formula,,,,,NRG Fuel,Mass Gain Formula,2kg / 5kg
1249,Mass Gain Anabolic,,,,,,,To be done after Upload,,,,,,,NRG Fuel Mass Gain Anabolic 4.5kg ,Buy NRG Fuel Mass Gain Anabolic 4.5kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Mass Gain Anabolic,,,,,NRG Fuel,Mass Gain Anabolic,4.5kg
1250,Girl Power,,,,,,,To be done after Upload,,,,,,,NRG Fuel Girl Power 700g ,Buy NRG Fuel Girl Power 700g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Girl Power,,,,,NRG Fuel,Girl Power,700g
1251,NO2 Nitric Oxide,,,,,,,To be done after Upload,,,,,,,NRG Fuel NO2 Nitric Oxide 1.1kg ,Buy NRG Fuel NO2 Nitric Oxide 1.1kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/NO2 Nitric Oxide,,,,,NRG Fuel,NO2 Nitric Oxide,1.1kg
1252,NO2 Max Strength,,,,,,,To be done after Upload,,,,,,,NRG Fuel NO2 Max Strength 1.1kg ,Buy NRG Fuel NO2 Max Strength 1.1kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/NO2 Max Strength,,,,,NRG Fuel,NO2 Max Strength,1.1kg
1253,Maltodextrin,,,,,,,To be done after Upload,,,,,,,NRG Fuel Maltodextrin 3kg ,Buy NRG Fuel Maltodextrin 3kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Maltodextrin,,,,,NRG Fuel,Maltodextrin,3kg
1254,Transporter Anabolic,,,,,,,To be done after Upload,,,,,,,NRG Fuel Transporter Anabolic 1.8kg ,Buy NRG Fuel Transporter Anabolic 1.8kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/Transporter Anabolic,,,,,NRG Fuel,Transporter Anabolic,1.8kg
1255,L - Glutamine,,,,,,,To be done after Upload,,,,,,,NRG Fuel L - Glutamine 600g ,Buy NRG Fuel L - Glutamine 600g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/L - Glutamine,,,,,NRG Fuel,L - Glutamine,600g
1256,BCAA & Glutamine,,,,,,,To be done after Upload,,,,,,,NRG Fuel BCAA & Glutamine 500g ,Buy NRG Fuel BCAA & Glutamine 500g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/BCAA & Glutamine,,,,,NRG Fuel,BCAA & Glutamine,500g
1257,HY-DR8,,,,,,,To be done after Upload,,,,,,,NRG Fuel HY-DR8 1kg ,Buy NRG Fuel HY-DR8 1kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel/HY-DR8,,,,,NRG Fuel,HY-DR8,1kg
